"SEQN","FSD032A","FSD032B","FSD032C","FSD041","FSD052","FSD061","FSD071","FSD081","FSD092","FSD102","FSD032D","FSD032E","FSD032F","FSD111","FSD122","FSD132","FSD141","FSD146","FSDHH","FSDAD","FSDCH","FSD151","FSQ165","FSQ012","FSD012N","FSD230","FSD225","FSQ235","FSQ162","FSD650ZC","FSD660ZC","FSD675","FSD680","FSD670ZC","FSQ690","FSQ695","FSD650ZW","FSD660ZW","FSD670ZW"
73795,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
73796,2,2,3,2,,2,2,2,,,2,3,3,2,2,,2,2,3,2,2,2,1,1,6,1,47,365,2,2,,1,1,48,1,1,,,
73797,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
73798,1,1,2,1,2,1,2,1,2,,3,3,3,,,,,,3,4,1,1,2,,,,,,1,,,2,2,0,2,,,,
73799,1,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,1,5,1,11,500,2,,,1,1,60,1,3,,,
73800,1,1,1,1,1,1,1,1,2,,,,,,,,,,4,4,,2,1,2,,,,,2,,,,,,,,,,
73801,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,2,,,,,,,,,,
73802,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
73803,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,,,,,,,,,,
73804,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
73805,1,1,1,1,1,1,1,2,1,1,,,,,,,,,4,4,,2,1,1,1,1,5,170,2,,,,,,,,,,
73806,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
73807,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
73808,2,2,3,1,3,2,2,2,2,,,,,,,,,,3,3,,2,1,1,1,1,9,16,2,,,,,,,,,,
73809,2,2,2,1,3,1,2,2,2,,,,,,,,,,3,3,,2,1,1,3,1,25,240,2,,,,,,,,,,
73810,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
73811,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
73812,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,2,1,17,220,2,2,,1,1,24,1,1,,,
73813,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
73814,3,3,2,2,,1,1,2,2,,3,3,3,,,,,,3,3,1,1,1,1,1,1,17,789,1,2,,2,,0,1,3,,,
73815,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
73816,1,3,3,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,2,,,,,,,,,,
73817,1,1,2,2,,1,2,2,2,,3,2,3,2,2,,2,2,3,3,2,1,1,1,4,1,22,495,1,1,1,1,,7,1,1,,,
73818,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
73819,3,3,3,,,,,,,,2,3,3,2,2,,2,2,2,1,2,2,2,,,,,,2,2,,1,2,1,2,,,,
73820,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
73821,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
73822,1,1,1,1,2,1,1,2,2,,2,2,3,2,2,,2,2,4,4,3,2,1,1,3,1,31,77777,2,,,,,,,,,,
73823,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
73824,1,2,3,2,,2,2,2,,,2,3,3,2,2,,2,2,3,2,2,1,1,1,5,1,10,425,2,,,1,1,60,1,99,,,
73825,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
73826,2,2,2,2,,2,2,2,,,2,2,3,2,2,,2,2,3,3,3,2,1,1,1,1,19,560,2,,,,,,,,,,
73827,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,,,1,1,24,1,99,,,
73828,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,1,1,24,1,4,,,
73829,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
73830,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
73831,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,1,1,1,1,1,19,200,1,,,,,,,,,,
73832,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
73833,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,2,,
73834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73835,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
73836,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,,,9,9,999,9,,,,
73837,1,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,2,,,,,,,,,,
73838,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,2,,1,2,12,1,2,,,
73839,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
73840,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
73841,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
73842,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
73843,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
73844,1,1,1,2,,1,2,2,2,,1,1,2,2,1,1,1,2,4,3,4,2,2,,,,,,2,,,,,,,,,,
73845,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
73846,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,1,0,348,2,,,,,,,,,,
73847,2,2,2,1,3,1,1,1,2,,2,2,3,2,2,,2,2,4,4,3,2,1,1,6,1,13,200,2,,,,,,,,,,
73848,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
73849,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
73850,2,3,2,2,,2,2,2,,,3,2,3,2,2,,2,2,3,2,2,2,1,1,1,1,11,167,9,,,,,,,,,,
73851,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,2,,,,,,2,,,,,,,,,,
73852,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,,,,,,,,,,
73853,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
73854,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,1,1,2,1,6,2,,,,
73855,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,1,1,3,1,6,530,2,,,,,,,,,,
73856,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,,0,2,,,,
73857,1,1,2,1,2,1,2,2,2,,2,2,3,2,2,,2,2,4,4,3,2,1,2,,,,,1,,,,,,,,,,
73858,2,2,3,2,,2,2,2,,,,,,,,,,,2,2,,2,1,1,2,2,131,200,2,,,,,,,,,,
73859,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,2,,,,,2,,,,,,,,,,
73860,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,2,,,,,,,,,,,,,,,
73861,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
73862,2,2,3,1,2,1,2,2,1,2,,,,,,,,,4,4,,1,1,2,,,,,,,,,,,,,,,
73863,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
73864,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
73865,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,5,1,12,250,2,,,,,,,,,,
73866,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
73867,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
73868,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
73869,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,14,185,2,,,1,1,24,2,,,,
73870,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
73871,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
73872,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,,,,,,,,,,
73873,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
73874,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
73875,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,2,,,,,,2,,,,,,,,,,
73876,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,,0,2,,,,
73877,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,1,1,1,,6,2,,,,
73878,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,1,1,1,2,186,200,2,,,,,,,,,,
73879,2,3,3,2,,2,2,2,,,,,,,,,,,2,2,,2,1,1,1,2,146,200,2,,,,,,,,,,
73880,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
73881,2,2,2,1,1,1,1,1,1,1,,,,,,,,,4,4,,2,1,1,1,2,264,100,,,,,,,,,,,
73882,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
73883,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,28,489,2,,,,,,,,,,
73884,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
73885,2,3,3,2,,2,2,2,,,3,2,3,2,2,,2,2,2,2,2,1,1,2,,,,,1,,,2,2,0,2,,,,
73886,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
73887,1,1,1,2,,1,2,2,2,,1,1,2,2,1,1,1,2,4,3,4,2,2,,,,,,2,,,,,,,,,,
73888,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
73889,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
73890,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,16,520,1,,,,,,,,,,
73891,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
73892,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
73893,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,,,,,,,,
73894,1,1,3,1,3,1,2,2,2,,1,3,3,1,2,,2,2,3,3,3,1,1,1,6,1,18,760,2,,,1,1,60,1,1,,,
73895,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,2,,,,,,2,2,,1,1,24,1,4,,,
73896,2,2,2,1,2,1,1,1,2,,2,2,2,1,2,,1,2,4,4,4,2,1,2,,,,,2,,,,,,,,,,
73897,2,2,2,2,,1,2,2,2,,2,3,3,2,2,,2,2,3,3,2,1,1,1,2,1,10,90,2,,,2,2,0,2,,,,
73898,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
73899,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
73900,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
73901,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
73902,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
73903,2,2,3,2,,2,2,2,,,2,2,3,2,2,,2,2,3,2,3,2,2,,,,,,1,1,1,1,1,48,1,4,,,
73904,2,2,2,2,,1,2,2,2,,3,3,3,,,,,,3,3,1,2,1,1,4,1,14,486,1,,,,,,,,,,
73905,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,2,,,,,,2,,,,,,,,,,
73906,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,1,1,1,23,390,1,,,,,,,,,,
73907,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,3,1,19,325,2,,,1,1,36,1,2,,,
73908,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
73909,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,1,1,1,,7,1,8,,,
73910,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
73911,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,5,2,291,475,2,1,2,1,1,24,1,99,,,
73912,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,1,1,1,,1,1,5,,,
73913,3,3,3,,,,,,,,,,,,,,,,1,1,,1,1,1,2,1,20,190,,,,,,,,,,,
73914,3,2,2,2,,2,2,2,,,,,,,,,,,2,2,,2,1,2,,,,,2,,,,,,,,,,
73915,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,5,1,6,280,1,,,,,,,,,,
73916,3,3,3,,,,,,,,,,,,,,,,1,1,,1,1,1,2,1,9,334,2,,,,,,,,,,
73917,3,2,3,2,,2,2,2,,,2,3,3,2,2,,2,2,2,2,2,1,1,2,,,,,2,,,1,1,60,9,,,,
73918,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
73919,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
73920,2,2,3,2,,2,2,2,,,,,,,,,,,2,2,,2,1,2,,,,,2,,,,,,,,,,
73921,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
73922,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
73923,1,1,1,1,3,2,2,2,2,,1,1,1,2,2,,2,2,3,3,3,2,2,,,,,,2,1,2,1,1,36,1,5,,,
73924,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
73925,1,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,1,1,2,1,4,197,,,,,,,,,,,
73926,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
73927,1,2,3,1,2,1,1,1,2,,3,3,3,,,,,,3,4,1,1,1,1,5,2,57,323,2,2,,1,2,12,1,6,,,
73928,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
73929,3,3,3,,,,,,,,2,3,3,2,2,,2,2,2,1,2,2,1,1,2,1,17,300,2,2,,1,1,12,1,3,,,
73930,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
73931,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,7,1,30,300,1,,,,,,,,1,1,8
73932,3,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,3,1,10,367,2,,,,,,,,,,
73933,2,3,3,2,,2,2,2,,,2,3,3,2,2,,2,2,2,2,2,2,1,1,6,1,7,153,2,,,1,1,36,1,2,,,
73934,3,2,3,2,,1,2,2,2,,3,3,3,,,,,,2,2,1,2,2,,,,,,1,,,,,,,,,,
73935,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
73936,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
73937,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,,,,,,,,,,
73938,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
73939,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,1,6,1,10,900,1,,,1,1,60,1,2,,,
73940,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,,,1,1,48,1,3,,,
73941,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,2,,,,,,2,,,,,,,,,,
73942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,60,1,1,,,
73943,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
73944,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,1,1,1,,9,1,4,,,
73945,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
73946,1,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,4,1,11,112,1,1,1,1,1,24,1,3,,,
73947,1,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,1,1,9,99999,99999,1,1,2,1,1,23,1,2,,,
73948,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,1,1,24,2,,,,
73949,2,2,2,2,,2,1,2,2,,2,3,3,2,2,,2,2,3,3,2,1,1,1,3,1,24,480,1,,,,,,,,,,
73950,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
73951,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
73952,1,1,1,1,1,2,2,2,1,1,,,,,,,,,4,4,,2,1,2,,,,,,,,,,,,,,,
73953,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,26,150,2,,,,,,,,,,
73954,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
73955,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
73956,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,1,1,1,1,48,1,6,,,
73957,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
73958,2,2,3,1,2,1,2,2,2,,2,3,3,1,2,,2,2,3,3,3,2,2,,,,,,2,,,,,,,,,,
73959,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,5,1,155,668,2,2,,1,1,36,1,1,,,
73960,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
73961,2,2,3,2,,2,2,2,,,2,3,3,2,2,,2,2,3,2,2,2,2,,,,,,1,,,2,1,24,2,,,,
73962,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,5,1,155,668,2,,,,,,,,,,
73963,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
73964,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
73965,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,,0,2,,,,
73966,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,1,1,60,1,4,,,
73967,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
73968,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
73969,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,2,122,275,1,1,1,1,,10,1,1,,,
73970,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,1,1,26,38,1,,,1,1,60,1,1,,,
73971,3,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,2,,,,,,,,,,
73972,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,1,1,1,1,24,2,,,,
73973,2,2,3,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,,,,,,,,,,,
73974,3,3,2,2,,2,2,2,,,3,2,3,2,2,,2,2,2,2,2,2,2,,,,,,2,,,,,,,,,,
73975,1,1,2,1,2,1,1,2,2,,,,,,,,,,4,4,,2,1,1,1,2,105,189,2,,,,,,,,,,
73976,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,1,,,1,1,48,1,6,,,
73977,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
73978,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
73979,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
73980,1,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,99,1,28,200,1,,,,,,,,,,
73981,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,2,,,,,,2,,,,,,,,,,
73982,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,26,220,2,,,,,,,,,,
73983,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
73984,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
73985,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
73986,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,2,,,,,1,,,1,1,48,1,1,,,
73987,3,3,3,,,,,,,,,,,,,,,,1,1,,1,2,,,,,,,,,,,,,,,,
73988,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
73989,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,1,1,1,,7,1,3,,,
73990,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
73991,2,2,2,1,2,2,2,2,2,,2,2,3,2,2,,2,2,3,3,3,2,1,1,3,1,29,375,2,,,1,1,12,1,4,,,
73992,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
73993,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
73994,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,,,,,,,,,,
73995,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,2,,,,,,,,,,
73996,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,3,1,5,290,1,,,,,,,,,,
73997,2,1,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,1,,,,,,,,,,
73998,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
73999,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
74000,1,2,1,1,1,1,1,2,1,2,1,2,2,2,2,,2,2,4,4,3,1,1,1,7,1,5,251,1,,,,,,,,,,
74001,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,1,1,1,2,1,4,489,,,,,,,,,,,
74002,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
74003,2,2,3,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,,,,,,,,,,,
74004,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,,,,,,,,,,
74005,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
74006,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
74007,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
74008,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
74009,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
74010,2,2,2,2,,2,2,2,,,3,2,3,2,2,,2,2,3,3,2,2,1,1,3,9,99999,99999,2,,,,,,,,,,
74011,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
74012,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,2,,,,,,1,,,,,,,,,,
74013,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
74014,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,1,1,2,1,1,200,,,,,,,,,,,
74015,1,1,2,1,1,1,1,1,2,,3,3,3,,,,,,4,4,1,2,2,,,,,,1,1,1,1,1,24,1,1,,,
74016,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
74017,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
74018,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,3,1,28,200,2,,,,,,,,,,
74019,2,3,2,1,2,1,1,1,2,,2,2,2,2,2,,2,2,4,4,3,2,1,2,,,,,2,,,,,,,,,,
74020,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
74021,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
74022,1,1,1,2,,1,2,2,2,,1,1,1,2,1,3,2,2,4,3,3,2,1,2,,,,,2,,,,,,,,,,
74023,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
74024,1,2,2,2,,2,2,2,,,2,2,3,2,2,,2,2,3,3,3,1,1,1,1,1,4,368,1,1,1,1,1,36,1,2,,,
74025,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
74026,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,4,1,31,77777,1,,,1,1,60,1,1,,,
74027,2,3,2,2,,2,2,2,,,2,3,3,2,2,,2,2,3,2,2,2,2,,,,,,2,,,,,,,,,,
74028,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,1,2,47,329,2,,,,,,,,,,
74029,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
74030,1,1,1,1,1,1,1,1,2,,1,2,2,2,2,,2,2,4,4,3,1,1,1,5,1,11,347,1,1,1,1,,3,1,2,,,
74031,2,3,2,1,3,1,2,2,2,,2,2,3,2,2,,2,2,3,3,3,2,2,,,,,,2,,,,,,,,,,
74032,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
74033,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
74034,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,1,1,1,,6,2,,,,
