"SEQN","OCD150","OCQ180","OCQ210","OCQ260","OCD270","OCQ670","OCQ380","OCD390G","OCD395"
98479,1,60,,1,48,5,,2,
98480,4,,,,,,7,1,600
98481,1,40,,1,60,3,,2,
98482,4,,,,,,2,4,
98483,1,40,,3,1,5,,1,84
98485,3,,,,,,,1,18
98489,1,40,,4,228,1,,2,
98490,1,6,2,1,1,5,,1,12
98491,1,37,,1,288,2,,2,
98493,3,,,,,,,1,5
98494,1,50,,3,24,1,,1,48
98495,2,,1,1,180,5,,2,
98496,1,40,,1,20,1,,2,
98498,4,,,,,,3,1,240
98500,3,,,,,,,1,324
98501,4,,,,,,3,1,420
98502,4,,,,,,3,1,96
98504,4,,,,,,6,4,
98505,4,,,,,,2,4,
98506,4,,,,,,3,1,120
98507,4,,,,,,2,4,
98508,1,40,,1,180,1,,2,
98509,4,,,,,,1,4,
98512,1,36,,1,1,2,,1,18
98514,1,45,,1,144,1,,2,
98517,4,,,,,,7,1,120
98520,4,,,,,,7,1,5
98521,4,,,,,,5,1,36
98522,1,5,2,1,12,2,,2,
98523,1,46,,1,5,1,,1,240
98524,3,,,,,,,1,144
98526,1,25,1,5,480,1,,2,
98527,1,25,1,1,6,5,,2,
98528,1,50,,1,120,5,,2,
98529,4,,,,,,6,1,228
98530,1,60,,5,420,5,,2,
98531,1,35,,1,1,1,,1,24
98535,4,,,,,,3,1,240
98536,4,,,,,,3,1,96
98537,1,40,,1,216,1,,2,
98538,4,,,,,,6,1,300
98540,1,30,2,1,24,5,,2,
98541,4,,,,,,3,1,84
98542,2,,1,5,120,1,,2,
98544,4,,,,,,1,4,
98545,4,,,,,,1,1,60
98548,1,40,,1,48,1,,1,108
98549,1,27,1,1,72,5,,1,72
98550,1,50,,1,96,1,,2,
98551,1,15,2,3,5,1,,2,
98553,1,45,,1,60,3,,2,
98554,4,,,,,,3,1,360
98555,1,40,,1,5,5,,1,48
98556,1,40,,1,60,1,,2,
98557,4,,,,,,3,1,348
98558,1,40,,1,12,1,,2,
98560,4,,,,,,2,4,
98561,1,60,,1,42,5,,1,204
98562,4,,,,,,3,1,384
98563,1,15,2,1,12,2,,2,
98564,1,40,,1,48,1,,2,
98565,1,41,,1,10,1,,1,288
98568,4,,,,,,3,1,144
98569,4,,,,,,3,1,120
98571,1,30,1,1,24,1,,1,12
98573,1,50,,1,30,1,,1,60
98574,1,40,,4,240,3,,2,
98578,4,,,,,,2,4,
98579,1,40,,1,60,1,,2,
98581,4,,,,,,3,1,360
98583,4,,,,,,2,4,
98585,4,,,,,,6,1,144
98586,4,,,,,,4,1,180
98589,1,35,,1,12,2,,2,
98592,4,,,,,,3,1,156
98593,1,40,,1,180,5,,2,
98594,1,40,,2,7,1,,1,120
98595,1,16,2,5,8,1,,1,240
98596,4,,,,,,7,4,
98597,4,,,,,,3,1,360
98598,4,,,,,,6,1,72
98599,4,,,,,,3,1,300
98600,4,,,,,,3,1,384
98601,1,80,,5,7,5,,1,60
98602,4,,,,,,3,1,132
98603,1,12,2,5,168,1,,1,24
98605,4,,,,,,6,1,24
98606,3,,,,,,,1,36
98608,1,26,2,1,2,2,,2,
98609,1,15,2,1,120,5,,1,192
98610,4,,,,,,3,1,240
98611,1,50,,1,36,5,,2,
98614,4,,,,,,1,1,48
98615,1,6,2,1,36,3,,1,216
98616,1,38,,1,96,2,,2,
98617,1,55,,1,36,3,,2,
98618,3,,,,,,,1,5
98622,4,,,,,,1,1,168
98624,3,,,,,,,1,132
98626,3,,,,,,,1,360
98627,1,50,,1,108,3,,2,
98628,1,32,1,1,12,3,,1,120
98629,1,40,,4,48,1,,1,240
98630,1,40,,1,96,3,,1,480
98631,1,30,2,1,48,5,,1,48
98634,4,,,,,,7,1,120
98637,1,40,,4,24,2,,2,
98638,4,,,,,,6,1,48
98641,1,45,,5,180,5,,2,
98645,4,,,,,,3,1,480
98646,1,40,,1,5,1,,1,24
98648,4,,,,,,3,1,120
98649,4,,,,,,3,1,468
98650,4,,,,,,3,1,408
98651,4,,,,,,6,4,
98653,1,50,,1,24,5,,2,
98654,4,,,,,,2,1,5
98656,1,40,,1,360,5,,2,
98657,1,40,,1,312,1,,2,
98661,1,35,,1,11,2,,1,84
98662,4,,,,,,3,1,132
98665,2,,1,1,180,3,,1,336
98666,4,,,,,,6,1,84
98667,4,,,,,,3,1,420
98669,1,40,,1,12,1,,1,156
98670,4,,,,,,3,1,60
98673,1,38,,1,132,1,,2,
98675,1,40,,1,1,1,,2,
98677,1,42,,1,3,1,,1,24
98679,2,,2,1,60,5,,2,
98680,1,55,,1,120,1,,2,
98681,4,,,,,,3,1,240
98682,4,,,,,,3,1,180
98683,1,60,,5,144,5,,1,204
98684,1,60,,5,420,5,,2,
98685,4,,,,,,6,1,108
98687,2,,1,1,18,5,,2,
98688,1,22,2,1,7,2,,2,
98689,1,72,,1,12,3,,2,
98690,4,,,,,,3,1,240
98691,1,40,,1,12,2,,1,120
98692,1,10,1,2,12,2,,2,
98693,4,,,,,,7,1,396
98694,1,15,2,1,144,1,,2,
98695,4,,,,,,7,1,6
98697,1,35,,1,4,5,,1,24
98698,1,50,,1,48,3,,2,
98699,4,,,,,,3,1,120
98701,4,,,,,,3,1,420
98702,4,,,,,,2,1,16
98703,4,,,,,,3,1,300
98705,4,,,,,,6,1,192
98707,1,40,,1,336,2,,2,
98708,1,40,,1,10,1,,1,72
98710,1,50,,1,6,2,,2,
98711,1,40,,1,36,1,,1,300
98713,4,,,,,,7,1,228
98714,1,45,,1,16,1,,1,120
98716,1,41,,1,24,1,,1,36
98717,1,40,,3,84,1,,1,180
98718,1,40,,1,36,2,,2,
98719,4,,,,,,1,1,60
98721,4,,,,,,4,1,12
98722,1,13,2,1,30,2,,1,84
98724,1,42,,4,6,5,,1,12
98725,4,,,,,,3,1,192
98726,1,45,,1,144,5,,2,
98728,1,40,,1,77777,1,,2,
98729,2,,1,1,120,5,,2,
98732,4,,,,,,3,1,240
98733,1,45,,1,12,1,,1,96
98734,1,37,,1,8,1,,1,108
98740,1,48,,1,24,5,,1,72
98741,4,,,,,,6,1,264
98742,4,,,,,,4,1,240
98743,1,40,,1,216,1,,2,
98744,1,25,1,4,77777,5,,2,
98745,1,35,,1,26,3,,1,336
98746,4,,,,,,6,1,228
98747,3,,,,,,,4,
98748,1,31,2,1,5,5,,1,60
98749,4,,,,,,4,1,5
98751,1,40,,1,156,5,,2,
98752,1,60,,5,240,5,,2,
98755,4,,,,,,5,1,12
98756,4,,,,,,3,1,360
98757,1,40,,1,6,3,,2,
98759,4,,,,,,3,1,240
98762,1,45,,1,132,5,,2,
98763,1,52,,3,9,5,,2,
98767,4,,,,,,3,1,228
98768,4,,,,,,4,1,192
98769,1,60,,1,216,5,,2,
98770,1,52,,1,108,5,,2,
98772,4,,,,,,6,1,312
98775,1,50,,1,24,5,,2,
98776,1,32,2,1,42,1,,1,300
98778,2,,1,5,8,1,,1,180
98780,3,,,,,,,1,36
98781,4,,,,,,6,1,24
98782,1,40,,2,48,1,,2,
98783,4,,,,,,6,1,60
98784,4,,,,,,1,1,24
98786,1,10,2,1,12,2,,2,
98788,1,46,,3,5,5,,1,24
98789,1,40,,1,48,5,,2,
98790,3,,,,,,,1,60
98791,1,40,,3,12,1,,2,
98793,1,55,,1,6,1,,2,
98795,4,,,,,,7,4,
98796,3,,,,,,,1,12
98797,1,30,1,5,120,5,,2,
98799,1,42,,4,18,1,,1,72
98803,1,55,,1,276,3,,2,
98804,1,40,,1,48,2,,2,
98806,4,,,,,,3,1,180
98807,1,30,2,1,2,2,,1,60
98810,4,,,,,,1,1,7
98812,4,,,,,,7,4,
98813,4,,,,,,4,1,120
98814,4,,,,,,3,1,312
98815,4,,,,,,3,1,588
98817,1,18,2,1,30,1,,2,
98819,1,20,1,99,16,3,,1,120
98820,4,,,,,,3,1,240
98821,4,,,,,,1,1,120
98822,4,,,,,,2,1,216
98823,4,,,,,,6,1,120
98824,1,28,1,1,4,1,,1,60
98827,4,,,,,,3,1,180
98828,1,40,,1,3,2,,1,84
98829,1,28,2,1,12,2,,2,
98830,4,,,,,,6,1,156
98832,1,40,,1,36,2,,1,156
98833,4,,,,,,3,1,264
98834,4,,,,,,6,1,180
98837,4,,,,,,3,1,120
98838,4,,,,,,6,1,72
98839,1,40,,1,36,1,,2,
98840,4,,,,,,4,1,60
98842,4,,,,,,3,3,240
98843,1,50,,1,0,5,,1,360
98844,4,,,,,,3,1,180
98845,1,36,,1,60,5,,1,156
98846,4,,,,,,1,1,60
98847,1,40,,4,42,5,,2,
98848,4,,,,,,3,1,300
98851,2,,1,1,12,2,,2,
98853,4,,,,,,3,1,264
98854,1,39,,1,14,5,,2,
98857,1,60,,5,168,5,,2,
98858,1,40,,1,120,2,,2,
98859,3,,,,,,,1,28
98864,1,44,,3,40,2,,2,
98865,1,40,,1,60,1,,2,
98866,4,,,,,,2,1,5
98867,1,40,,1,264,1,,2,
98868,1,20,2,3,5,2,,1,6
98869,4,,,,,,3,1,180
98870,1,38,,1,1,1,,1,24
98872,1,50,,3,36,1,,1,36
98876,1,36,,1,12,5,,1,24
98877,1,25,2,1,24,1,,2,
98878,1,48,,1,180,3,,1,120
98880,4,,,,,,7,1,240
98883,3,,,,,,,1,5
98884,4,,,,,,3,1,240
98887,4,,,,,,3,1,372
98890,4,,,,,,2,4,
98891,4,,,,,,1,1,204
98892,1,72,,1,60,5,,1,156
98893,1,40,,1,0,1,,1,216
98894,1,55,,1,24,5,,1,48
98895,3,,,,,,,1,72
98896,4,,,,,,2,4,
98898,4,,,,,,3,1,384
98899,1,20,2,1,204,5,,1,300
98900,1,45,,5,72,2,,1,48
98901,4,,,,,,3,1,360
98902,1,40,,1,312,5,,2,
98903,4,,,,,,1,1,204
98904,1,24,2,1,24,1,,1,48
98905,4,,,,,,4,1,156
98906,1,49,,2,4,2,,1,14
98907,2,,1,1,144,5,,1,108
98909,4,,,,,,4,1,336
98910,4,,,,,,1,1,5
98912,1,53,,1,24,3,,2,
98913,1,10,2,1,5,5,,2,
98914,1,42,,1,24,5,,2,
98916,4,,,,,,3,1,420
98917,1,25,2,1,108,5,,2,
98918,4,,,,,,7,1,5
98920,1,40,,1,8,3,,2,
98921,1,36,,1,7,1,,1,48
98922,4,,,,,,3,1,480
98923,1,40,,1,0,5,,2,
98924,1,35,,1,108,1,,1,324
98925,4,,,,,,5,1,36
98926,1,40,,1,8,1,,2,
98927,1,27,2,1,4,1,,2,
98928,4,,,,,,4,1,96
98929,2,,1,1,240,3,,2,
98931,4,,,,,,3,1,240
98932,1,54,,1,24,2,,1,120
98933,1,40,,1,132,1,,2,
98934,4,,,,,,3,1,36
98935,1,35,,1,0,5,,1,24
98936,1,20,2,1,12,3,,2,
98938,4,,,,,,1,1,5
98939,4,,,,,,6,1,12
98940,4,,,,,,1,1,324
98941,1,40,,1,144,2,,2,
98944,1,40,,1,36,1,,2,
98945,4,,,,,,4,1,288
98946,4,,,,,,3,1,192
98947,1,40,,1,2,1,,1,10
98948,1,55,,4,14,2,,2,
98951,4,,,,,,6,1,180
98952,1,40,,1,5,1,,1,48
98953,1,42,,1,12,5,,2,
98955,3,,,,,,,1,12
98957,1,15,2,5,480,5,,2,
98958,2,,1,1,36,2,,2,
98959,4,,,,,,3,1,312
98960,1,65,,3,30,5,,2,
98961,4,,,,,,3,1,192
98962,4,,,,,,2,4,
98964,4,,,,,,3,1,324
98965,4,,,,,,6,1,99999
98966,4,,,,,,3,1,372
98968,1,40,,1,36,1,,1,132
98971,4,,,,,,1,1,24
98972,4,,,,,,3,1,360
98975,3,,,,,,,1,5
98976,1,32,2,1,96,2,,2,
98977,4,,,,,,3,1,180
98980,1,40,,1,1,3,,2,
98981,1,30,1,3,84,5,,2,
98982,1,40,,1,8,5,,2,
98983,4,,,,,,6,1,48
98985,2,,1,1,36,5,,2,
98987,4,,,,,,4,4,
98988,4,,,,,,1,1,36
98989,4,,,,,,6,1,180
98990,4,,,,,,6,1,264
98991,1,48,,2,276,1,,2,
98992,4,,,,,,6,1,120
98994,1,24,2,1,36,1,,2,
98995,4,,,,,,3,1,180
98996,4,,,,,,6,1,72
98997,4,,,,,,3,1,84
98998,1,40,,5,360,1,,2,
99001,1,27,1,3,168,1,,2,
99002,4,,,,,,3,1,96
99003,4,,,,,,7,1,5
99005,1,37,,1,0,5,,1,96
99007,1,60,,5,72,5,,2,
99009,4,,,,,,1,1,60
99011,4,,,,,,3,1,360
99012,4,,,,,,7,1,72
99013,1,40,,1,3,5,,2,
99014,4,,,,,,3,1,336
99015,4,,,,,,2,1,5
99016,1,40,,1,84,3,,2,
99018,4,,,,,,3,1,336
99019,1,40,,1,18,1,,1,60
99022,4,,,,,,2,4,
99023,1,34,1,1,96,5,,2,
99024,1,50,,1,11,5,,2,
99025,4,,,,,,1,1,5
99026,4,,,,,,3,1,240
99028,4,,,,,,4,1,60
99029,1,5,1,1,24,2,,2,
99033,1,40,,1,24,1,,1,360
99036,1,40,,5,480,1,,2,
99038,1,30,1,1,4,3,,1,28
99039,4,,,,,,2,1,5
99041,1,30,1,1,2,2,,1,48
99042,4,,,,,,6,1,24
99043,1,20,2,1,13,5,,2,
99044,4,,,,,,3,1,228
99046,4,,,,,,7,4,
99047,4,,,,,,3,1,144
99050,1,30,1,1,18,2,,1,168
99051,3,,,,,,,4,
99052,1,38,,1,24,3,,2,
99056,4,,,,,,3,1,276
99057,1,34,2,1,180,5,,2,
99058,4,,,,,,3,1,12
99060,1,40,,6,204,1,,1,252
99062,1,40,,99,11,2,,2,
99063,4,,,,,,6,1,24
99064,4,,,,,,4,1,60
99065,4,,,,,,1,1,5
99066,3,,,,,,,1,6
99067,1,27,1,1,180,5,,2,
99068,4,,,,,,3,1,300
99069,4,,,,,,3,1,180
99070,1,20,2,1,120,2,,1,300
99074,4,,,,,,3,1,300
99081,4,,,,,,6,4,
99082,1,8,2,1,3,5,,2,
99083,1,12,2,5,480,5,,2,
99084,4,,,,,,3,1,120
99087,1,40,,1,36,3,,2,
99089,1,40,,1,19,1,,1,36
99090,4,,,,,,3,1,180
99092,1,36,,1,6,5,,1,24
99095,1,16,2,1,4,5,,1,120
99097,1,46,,1,36,3,,1,108
99098,4,,,,,,6,1,24
99099,4,,,,,,7,1,84
99100,4,,,,,,7,1,324
99101,4,,,,,,3,1,240
99102,1,48,,1,18,1,,1,72
99103,1,70,,4,96,5,,1,120
99104,4,,,,,,3,1,252
99105,4,,,,,,1,1,60
99107,4,,,,,,2,1,12
99108,4,,,,,,4,1,144
99110,1,56,,1,36,5,,1,60
99111,3,,,,,,,1,12
99113,1,50,,1,240,5,,2,
99114,1,50,,1,12,5,,2,
99116,1,40,,1,168,1,,2,
99117,4,,,,,,1,4,
99120,4,,,,,,7,1,120
99121,1,30,1,4,24,1,,2,
99123,1,40,,1,48,1,,2,
99125,1,42,,1,13,5,,1,24
99127,1,5,2,5,120,5,,1,180
99128,1,35,,1,48,1,,2,
99129,1,80,,1,36,5,,1,324
99130,4,,,,,,7,1,18
99131,4,,,,,,6,1,96
99133,4,,,,,,3,1,444
99134,4,,,,,,3,1,84
99136,1,40,,1,21,2,,2,
99138,3,,,,,,,1,5
99140,4,,,,,,3,1,240
99144,4,,,,,,3,1,324
99148,4,,,,,,3,1,300
99150,4,,,,,,3,1,384
99151,1,10,2,5,12,5,,1,24
99152,4,,,,,,3,1,360
99153,4,,,,,,7,1,420
99154,3,,,,,,,1,24
99155,1,40,,1,36,3,,2,
99156,1,70,,1,420,5,,2,
99157,4,,,,,,3,1,156
99159,1,60,,1,28,1,,1,120
99160,1,42,,1,7,5,,2,
99167,4,,,,,,7,1,336
99168,3,,,,,,,1,216
99169,4,,,,,,6,1,72
99171,1,48,,1,2,3,,1,84
99172,4,,,,,,3,1,252
99173,1,40,,3,12,5,,1,36
99174,4,,,,,,1,4,
99175,4,,,,,,3,1,540
99176,1,40,,1,12,1,,2,
99178,4,,,,,,3,1,216
99179,4,,,,,,3,1,600
99181,1,50,,1,36,5,,2,
99182,1,40,,1,132,2,,2,
99183,4,,,,,,3,1,240
99184,1,16,2,1,6,2,,2,
99186,1,70,,1,6,5,,2,
99187,4,,,,,,2,1,300
99188,1,36,,1,60,1,,1,360
99189,4,,,,,,2,4,
99190,4,,,,,,1,1,360
99191,4,,,,,,3,1,36
99192,4,,,,,,2,1,60
99193,1,40,,2,264,1,,2,
99194,1,28,1,1,3,5,,2,
99195,1,38,,1,84,1,,2,
99197,1,40,,1,24,1,,1,36
99198,4,,,,,,7,1,5
99200,4,,,,,,6,1,300
99201,1,30,2,1,4,1,,1,18
99204,4,,,,,,1,1,72
99207,1,32,2,1,12,5,,2,
99208,1,40,,1,36,5,,2,
99209,4,,,,,,7,4,
99210,4,,,,,,6,1,240
99211,3,,,,,,,1,48
99212,1,36,,1,29,2,,2,
99217,4,,,,,,2,4,
99220,4,,,,,,3,1,96
99221,4,,,,,,2,1,24
99222,4,,,,,,1,4,
99224,1,35,,1,24,5,,1,120
99226,2,,1,1,12,1,,1,12
99227,1,15,2,5,384,1,,2,
99229,4,,,,,,4,1,18
99230,4,,,,,,6,1,48
99231,4,,,,,,1,1,8
99232,3,,,,,,,1,48
99233,1,40,,1,0,5,,1,5
99234,1,38,,1,60,2,,2,
99237,4,,,,,,7,1,216
99239,4,,,,,,3,1,168
99240,1,45,,5,96,1,,2,
99241,4,,,,,,3,1,84
99242,1,40,,4,0,2,,2,
99243,4,,,,,,3,1,600
99244,1,40,,4,12,2,,1,36
99246,1,50,,1,72,1,,2,
99247,3,,,,,,,1,12
99248,1,48,,1,48,5,,2,
99249,4,,,,,,2,4,
99251,1,50,,5,192,5,,2,
99255,1,40,,1,48,3,,2,
99256,2,,1,5,456,5,,2,
99257,4,,,,,,1,4,
99258,1,50,,1,6,1,,2,
99259,4,,,,,,3,1,276
99260,1,36,,1,420,2,,2,
99262,1,46,,1,3,3,,2,
99263,1,40,,1,5,1,,1,60
99265,4,,,,,,6,1,144
99269,4,,,,,,6,1,120
99270,1,60,,6,240,5,,1,120
99271,1,40,,1,96,1,,2,
99274,4,,,,,,4,1,180
99275,1,28,2,1,12,5,,2,
99277,4,,,,,,4,1,204
99278,1,40,,1,7,3,,2,
99279,4,,,,,,4,1,84
99280,1,40,,1,96,1,,2,
99282,4,,,,,,6,1,120
99283,4,,,,,,3,1,120
99284,1,20,1,1,0,5,,2,
99285,4,,,,,,3,1,384
99287,1,52,,4,36,3,,2,
99289,1,42,,1,468,5,,1,468
99290,1,55,,1,11,3,,2,
99291,3,,,,,,,1,14
99292,1,53,,1,4,5,,2,
99293,4,,,,,,3,1,384
99296,4,,,,,,3,1,48
99297,1,40,,1,2,1,,1,48
99298,4,,,,,,6,1,360
99299,4,,,,,,6,1,144
99300,1,40,,3,48,5,,2,
99303,4,,,,,,3,1,360
99304,1,52,,1,42,1,,2,
99305,1,70,,1,48,5,,1,144
99306,4,,,,,,2,4,
99308,1,56,,1,2,2,,1,72
99309,4,,,,,,3,1,144
99310,4,,,,,,3,1,96
99311,4,,,,,,3,3,420
99312,4,,,,,,3,3,120
99313,1,80,,6,480,5,,2,
99315,1,17,2,3,36,3,,2,
99316,1,38,,1,0,5,,2,
99317,1,25,2,1,0,5,,1,5
99318,1,38,,1,11,2,,2,
99320,1,40,,1,60,1,,2,
99321,1,40,,2,216,1,,2,
99322,1,40,,1,3,1,,2,
99325,4,,,,,,2,4,
99327,4,,,,,,3,1,156
99329,1,50,,1,180,3,,2,
99330,1,44,,1,12,1,,1,96
99332,4,,,,,,3,1,360
99333,4,,,,,,3,1,132
99335,1,40,,4,60,3,,1,120
99338,1,30,1,1,132,1,,2,
99339,3,,,,,,,1,7
99340,4,,,,,,7,1,72
99341,1,7,2,1,60,1,,2,
99343,4,,,,,,3,1,120
99344,1,40,,1,9,1,,2,
99345,1,40,,1,216,5,,2,
99346,1,40,,1,24,1,,2,
99348,4,,,,,,3,1,564
99349,1,38,,1,1,1,,2,
99350,4,,,,,,6,1,24
99351,4,,,,,,3,1,240
99353,1,40,,3,108,3,,2,
99354,3,,,,,,,1,5
99358,1,40,,1,6,1,,2,
99359,4,,,,,,1,1,12
99361,1,40,,3,24,3,,1,120
99364,1,50,,1,2,2,,1,36
99366,1,60,,1,144,2,,2,
99370,1,40,,1,72,2,,2,
99372,4,,,,,,3,1,276
99374,4,,,,,,6,1,96
99376,4,,,,,,5,1,48
99377,4,,,,,,7,4,
99378,1,40,,1,12,1,,2,
99380,4,,,,,,3,1,480
99381,4,,,,,,6,4,
99383,4,,,,,,3,1,168
99384,1,48,,1,60,5,,2,
99385,4,,,,,,3,1,216
99387,4,,,,,,3,1,60
99388,1,50,,4,348,5,,2,
99389,1,60,,1,96,5,,2,
99390,1,30,1,4,3,1,,2,
99391,4,,,,,,1,1,48
99392,4,,,,,,1,1,48
99393,4,,,,,,3,1,480
99394,3,,,,,,,1,48
99396,1,40,,4,4,1,,1,36
99397,4,,,,,,3,1,312
99400,1,40,,99,3,5,,2,
99401,1,15,2,6,60,5,,2,
99402,1,60,,1,180,5,,1,264
99404,3,,,,,,,1,48
99405,4,,,,,,6,1,48
99407,1,60,,1,132,5,,2,
99410,1,28,1,1,2,5,,2,
99411,4,,,,,,3,1,120
99412,1,31,1,1,0,3,,2,
99415,4,,,,,,3,1,96
99416,1,40,,1,10,1,,1,228
99417,4,,,,,,2,4,
99418,1,30,2,4,132,1,,1,324
99419,4,,,,,,7,1,180
99420,1,32,1,1,228,3,,2,
99421,4,,,,,,3,1,360
99422,4,,,,,,1,1,240
99424,1,40,,1,24,5,,1,288
99425,4,,,,,,3,1,120
99426,1,40,,1,36,5,,2,
99427,4,,,,,,4,1,312
99428,1,32,2,1,4,1,,2,
99429,1,5,2,1,0,3,,1,216
99430,1,60,,1,20,3,,1,108
99431,1,30,1,1,60,2,,2,
99434,1,40,,1,18,1,,2,
99435,4,,,,,,2,1,5
99436,4,,,,,,1,1,24
99437,4,,,,,,3,1,24
99438,1,25,2,1,30,1,,1,360
99439,1,12,2,5,216,5,,2,
99440,4,,,,,,4,4,
99441,1,42,,5,36,5,,1,480
99442,1,40,,1,72,1,,2,
99443,1,50,,1,36,5,,2,
99444,1,40,,3,228,3,,2,
99446,1,20,1,2,10,1,,1,108
99448,1,20,1,1,120,3,,1,156
99449,1,48,,1,84,3,,2,
99450,1,10,2,1,3,2,,2,
99451,1,40,,4,2,1,,2,
99452,4,,,,,,1,1,84
99453,4,,,,,,1,4,
99454,4,,,,,,6,1,240
99456,3,,,,,,,1,10
99457,1,40,,1,12,1,,1,36
99459,4,,,,,,2,1,48
99460,1,60,,1,96,1,,1,120
99461,1,40,,1,432,3,,2,
99463,1,25,2,1,6,5,,1,36
99464,1,72,,1,7,5,,1,264
99465,4,,,,,,1,4,
99466,1,40,,1,12,3,,1,48
99469,1,55,,1,156,3,,2,
99470,1,46,,1,24,5,,2,
99471,4,,,,,,2,1,24
99473,1,80,,1,18,5,,2,
99474,4,,,,,,4,1,84
99475,1,40,,1,84,1,,1,240
99477,4,,,,,,6,1,240
99479,1,18,1,1,108,1,,2,
99481,1,30,1,6,60,5,,1,96
99483,4,,,,,,3,1,600
99484,4,,,,,,5,1,24
99486,4,,,,,,3,1,264
99488,4,,,,,,7,1,300
99489,1,40,,5,240,5,,2,
99490,4,,,,,,3,1,48
99491,4,,,,,,2,4,
99492,4,,,,,,3,1,336
99494,1,25,2,1,1,5,,1,84
99495,1,40,,4,24,1,,1,48
99496,4,,,,,,6,1,96
99497,1,30,1,1,300,5,,2,
99498,1,40,,1,0,1,,2,
99499,4,,,,,,3,1,540
99500,1,49,,2,132,5,,2,
99501,4,,,,,,3,1,180
99502,3,,,,,,,1,13
99503,1,80,,5,120,5,,1,480
99505,4,,,,,,6,1,180
99506,4,,,,,,7,1,480
99507,4,,,,,,3,1,156
99509,4,,,,,,3,1,144
99510,1,30,2,1,48,2,,2,
99511,4,,,,,,3,1,132
99512,4,,,,,,3,1,240
99513,1,40,,1,72,1,,2,
99514,4,,,,,,3,9,
99517,1,40,,1,36,1,,2,
99518,4,,,,,,3,1,120
99519,1,15,2,5,60,5,,1,192
99521,1,20,2,1,240,5,,2,
99522,4,,,,,,3,1,360
99524,4,,,,,,3,1,600
99525,1,48,,4,6,5,,1,30
99526,1,20,2,1,18,1,,2,
99531,1,25,1,3,120,1,,2,
99532,4,,,,,,3,4,
99533,4,,,,,,3,1,348
99534,4,,,,,,6,4,
99535,1,40,,1,96,3,,2,
99536,1,20,1,3,180,5,,2,
99537,4,,,,,,4,1,60
99538,1,5,2,1,6,5,,1,252
99539,1,50,,1,0,3,,1,6
99540,4,,,,,,4,1,144
99541,1,5,2,1,192,2,,2,
99543,4,,,,,,3,1,480
99545,1,40,,1,0,1,,1,72
99547,1,20,2,1,12,5,,2,
99548,1,40,,5,120,3,,2,
99552,3,,,,,,,1,5
99554,4,,,,,,3,1,240
99556,4,,,,,,1,1,168
99563,4,,,,,,6,1,240
99564,4,,,,,,3,1,300
99565,4,,,,,,4,1,120
99567,4,,,,,,2,4,
99568,2,,1,1,180,1,,2,
99572,1,40,,1,60,5,,2,
99573,1,50,,1,36,2,,2,
99574,4,,,,,,3,1,420
99575,1,60,,5,108,5,,1,360
99577,1,80,,1,16,5,,2,
99579,1,9,2,1,12,2,,2,
99580,4,,,,,,3,1,360
99583,1,60,,3,10,1,,1,10
99584,1,30,2,1,12,5,,2,
99585,4,,,,,,6,3,36
99587,4,,,,,,2,4,
99589,1,60,,1,12,5,,2,
99590,4,,,,,,6,1,72
99593,1,40,,1,24,1,,2,
99595,3,,,,,,,1,6
99596,1,46,,1,216,1,,2,
99597,4,,,,,,3,1,468
99599,1,50,,4,180,1,,2,
99600,1,40,,1,2,3,,1,96
99602,4,,,,,,1,1,84
99603,4,,,,,,3,1,480
99604,4,,,,,,3,1,396
99605,2,,2,5,24,5,,1,240
99606,1,40,,1,396,1,,2,
99609,1,80,,5,9,3,,2,
99610,4,,,,,,4,1,60
99613,1,40,,3,144,1,,2,
99614,4,,,,,,2,4,
99615,4,,,,,,3,1,168
99616,4,,,,,,1,1,72
99618,1,40,,4,3,1,,1,96
99619,4,,,,,,6,1,18
99621,4,,,,,,3,1,132
99622,4,,,,,,1,4,
99624,1,5,2,5,324,2,,2,
99625,4,,,,,,3,1,372
99628,4,,,,,,1,4,
99630,4,,,,,,3,1,540
99631,1,25,2,1,24,2,,2,
99632,1,40,,1,36,1,,2,
99633,4,,,,,,4,1,120
99635,4,,,,,,6,1,204
99636,1,40,,3,156,5,,2,
99637,1,45,,1,108,1,,2,
99639,3,,,,,,,4,
99641,4,,,,,,5,1,24
99642,1,70,,1,4,3,,1,12
99643,4,,,,,,3,1,8
99645,4,,,,,,1,1,120
99646,4,,,,,,3,1,180
99647,4,,,,,,3,1,372
99653,1,40,,5,96,1,,2,
99655,3,,,,,,,1,36
99658,4,,,,,,6,1,552
99659,1,30,1,1,18,3,,2,
99660,4,,,,,,3,1,324
99661,1,16,2,4,96,5,,2,
99662,1,30,2,6,252,1,,1,276
99665,1,50,,1,48,5,,2,
99668,1,45,,1,72,5,,1,180
99670,1,40,,1,12,3,,1,360
99672,4,,,,,,1,1,36
99674,4,,,,,,6,1,480
99675,1,40,,1,24,1,,1,144
99676,1,10,2,6,48,5,,1,120
99678,4,,,,,,1,1,60
99679,1,8,2,5,72,5,,2,
99680,4,,,,,,3,1,408
99682,4,,,,,,3,1,420
99683,4,,,,,,3,1,120
99684,4,,,,,,3,1,240
99685,1,60,,1,144,5,,2,
99686,1,35,,1,99999,5,,2,
99689,1,40,,1,0,2,,1,5
99691,1,24,1,3,12,3,,2,
99694,1,40,,1,3,5,,2,
99695,1,45,,1,132,1,,2,
